"2016-09-19 06:44:08",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:44:08",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,load,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:44:10",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,label-2-19-1,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:44:15",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,label-3-9-1,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:00",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:00",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,label-4-31-0,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:05",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,label-5-32--1,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:40",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,indicator-28,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:42",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,label-29-26-1,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:45",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,important-4-32,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:45",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:46",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,important-28-26,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:46",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:47",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,selection-lower,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:57",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,who-submit,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:57",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/?cc=ka
"2016-09-19 06:45:57",3n31ukmqq7imv6m4eshfp08at0,rg84tvg9csfq4801heio02u1i1,load,http://localhost/michal/project/volebnikalkulacka.cz/www/kraje-2016/match/?q19=1&q9=1&q31=0&q32=-1&q26=1&w32=on&w26=on&ref=&hr=&key=&cc=ka&abreg=1&regem=&regpo=&regre=on
